county,state,fips,cases,deaths,population,casespc,deathspc,cty,county_name,cty_pop2000,cz,cz_name,cz_pop2000,statename,state_id,stateabbrv,csa,csa_name,cbsa,cbsa_name,intersects_msa,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,brfss_mia,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,cs_educ_ba,tuition,gradrate_r,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate,tax_st_diff_top20,summer_tmmx,summer_rmax,winter_tmmx,winter_rmax,pm25,bmdeaths,bmcruderate,pm25_mia
Bent,Colorado,08011,32,0,108342,29.536098,0,8011,Bent,5998,28502,Pueblo,187782,Colorado,8,CO,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19.462336,8339.299999999999,.75976563,.14275023,.14800495,.11412906,-1.4448854,79.6509185890652,59.2592592592593,61.7283950617284,71.60493827160489,65.30612244897959,87.47999978065489,0,0,0,0,.36917192,.19548872,.087810002,.54883999,.7104165374446614,34.611538,3.4678226,30.243414,.043409001,.0089150546,-.029089376,.48596752,.03666361,4.4348116,.0163387795931977,.0183394464821607,3.9619451,.55873644,23278.188,76247.59999999999,6.369714847590954,13.34660766961652,9.6531878,,11.5,,,,.23963134,.0085028345,2224.0491,.023917891,0,306.58597,77.47274,282.30292,86.030769,6.2088099,1121,1034.7,0
Boulder,Colorado,08013,36142,2216,5340377,676.76868,41.495197,8013,Boulder,291288,28900,Denver,2449044,Colorado,8,CO,216,"Denver-Aurora, CO",14500,"Boulder, CO",1,.21692307,.17883211,.12607449,.062717773,.1465798,.14754099,.15340087,.11173975,.7703827,.86797386,.92249238,.94536304,0,14.209186,8610.137059687788,-.50991225,.14325158,.10368355,.10359165,.46314594,78.27119480438412,83.2952979665164,71.20767743110898,80.18369506762164,71.08321728319036,43.56521153466875,.096787706,.09672913,.096894212,.077988736,.38384482,.094903424,.16552,.42142999,.8539493337228445,47.19487,.82152373,10.455631,.037065957,.53612655,.63929558,.7336182,.14065309,9.3649578,.0436166268435363,.0497171184532147,392.32806,.34231615,47956.535,322452.7,5.826102399805616,19.73830301078731,1.5154437,,52.400002,2686.0364,.2529566,48.756054,.16648197,.0078946091,2346.5532,.028655756,0,298.89191,66.549477,277.09424,74.062363,6.6828513,27757,519.79999,0
Chaffee,Colorado,08015,3378,713,314913,1072.6772,226.41174,8015,Chaffee,16242,28701,Salida,16242,Colorado,8,CO,,,,,0,.24657534,.25423729,.083333336,.034482758,.21126761,.10169491,.11111111,.16666667,.75342464,.83050847,.8611111,.96666664,0,20.289743,7761.950000000001,.21589458,.1304193,.12264626,.12558612,.60929853,83.5838793701278,86.33540372670809,75.7763975155279,72.0496894409938,69.45606694560669,36.9199999570847,.022505092,.012289385,.028758768,.031745657,.32589361,.1170643,.04764,.64621001,.3497188826342184,53.072281,1.5823175,8.5765305,.040031917,.22794284,.32039195,.52966481,.036590744,1.9886713,.0262898657800763,.021549070311538,16.026423,.64392078,33185.09,203682.4,5.695364238410597,15.46988962472406,5.4993081,,24.299999,,,49.386612,.17501509,.0064647212,1897.2721,.024253922,0,294.31479,65.444221,273.1611,78.424927,3.8752148,2856,906.90002,0
Cheyenne,Colorado,08017,116,0,35182,329.71405,0,8017,Cheyenne,2231,28504,Burlington,11864,Colorado,8,CO,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.775978,9809.200000000001,1.1189362,.22737201,.11959456,.095097311,.49099642,86.06103868791919,70.8333333333333,58.3333333333333,54.1666666666667,60,-173.75,0,0,0,0,.28809461,.11080836,.053539999,.63024998,.8971456290855498,54.101299,.40340656,8.1129532,.023382697,.036228519,.14132762,.63452381,.04459203,4.0788884,,,1.2524215,.67105263,35453.105,83179.2,8.204868154158214,10.59817444219067,6.3813896,,14.2,,,,.086666666,.00089645898,4366.7085,.063147545,0,304.94666,81.565529,280.80209,86.834503,5.3462853,384,1091.5,0
Clear Creek,Colorado,08019,815,41,165868,491.35458,24.718451,8019,Clear Creek,9322,28900,Denver,2449044,Colorado,8,CO,216,"Denver-Aurora, CO",19740,"Denver-Aurora-Lakewood, CO",1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.974069,9945.99,.059301596,.16104041,.094986767,.12394738,.37030834,71.393983521793,93.10344827586211,58.6206896551724,86.2068965517241,71.0526315789474,52.1299999952316,.054493956,.040228087,.073152378,.00820731,.33006531,.054144602,.06247,.57576001,.1046859882798144,15.415147,.2789101,3.8725595,.03363606,.27558839,.41222495,.77301925,.054230701,1.8558249,.0386183222484445,.0380819566616606,23.57325,.23802103,46079.949,267133.2,5.276742581090407,18.38627787307033,2.1921008,,38.799999,,,,.15989399,.0051491098,3019.5564,.04204781,0,292.04129,63.187843,271.85745,77.980797,3.2672825,887,534.79999,0
Conejos,Colorado,08021,26,0,148896,17.461853,0,8021,Conejos,8400,34805,Alamosa,46190,Colorado,8,CO,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.053776,7260.409999999999,-1.8081542,.07187964,.079272345,.12561405,-3.0769708,70.7268948846725,53.4090909090909,44.31818181818181,56.81818181818181,47.2222222222222,50.5,.0062182983,.005874549,.0078369752,.024562784,.38880309,.22972812,.051690001,.43632001,.2352147615968673,67.154762,.10714285,58.916664,.062465295,.077752113,.31203157,.55111849,.053440001,2.9523811,.0075,.0128571428571429,6.525712,.38683563,25271.342,75981,5.165208940719144,16.14857142857143,5.3083816,,14.4,,,53.327713,.20244329,.0040476192,2736.4819,.022834931,0,296.41446,70.232323,274.90625,85.71888,4.0227795,1390,933.5,0
Costilla,Colorado,08023,212,0,64654,327.89929,0,8023,Costilla,3663,34805,Alamosa,46190,Colorado,8,CO,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.229082,6446.71,-1.3093181,.14047214,.070809752,.10436945,-2.0151131,76.6627907196391,55.7142857142857,60,67.1428571428571,52.0833333333333,64.6499998569489,.012571103,.018110747,.013831677,.056778479,.31621879,.2679452,.055119999,.34898999,-.6010505358967407,87.08709,.5733006,67.594872,.083015993,.19277108,.36099586,.45666552,.048372909,6.8796067,0,.0207480207480207,2.985076,.4793233,21006.961,81579.59999999999,6.507792207792208,18.07012987012987,-6.5857344,,12.8,,,,.20327103,.006825007,4175.2354,.058249075,0,297.42667,72.453033,275.89185,85.781509,3.7194507,671,1037.8,0
Crowley,Colorado,08025,1234,74,101993,1209.887,72.554001,8025,Crowley,5518,28502,Pueblo,187782,Colorado,8,CO,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20.19157,8456.719999999999,-.49028859,.11469954,.0987036,.13105759,.35744336,80.29009516403261,89.7959183673469,71.4285714285714,73.46938775510201,74.41860465116279,77.66999983787539,0,0,0,0,.3114118,.18545868,.064819999,.53793001,-1.483495243995148,25.063429,6.9952884,22.544401,.058018252,.84672022,.37033582,.31920904,.067148015,1.0511055,.0137731061978978,.0150416817687568,6.9937081,.48742139,16024.098,76247.59999999999,5.113707165109035,14.38317757009346,14.049109,,11.9,,,,.22008547,.0032620514,2022.3009,.041050844,0,306.32153,77.510002,282.13232,85.513451,6.0772552,778,762.79999,0
Custer,Colorado,08027,119,0,72862,163.32245,0,8027,Custer,3503,28401,Colorado Springs,587132,Colorado,8,CO,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22.863449,6297.97,.24661987,.14104785,.15520252,.085632995,-.4251512,81.74468903307449,79.41176470588231,67.64705882352941,55.8823529411765,70.9677419354839,38.7199999094009,0,0,0,0,.47589809,.13279445,.17319,.55045998,1.7485079642175,32.600628,.34256351,2.5121324,.041271612,1.2925392,1.4818897,.56265622,.023715414,1.6557237,.008564087924636,.0359691692834713,4.7409129,.40488923,36738.848,178755.3,5.158482142857143,15.84040178571429,2.0774004,,26.700001,,,,.1458886,.0017128176,2023.8835,.032604028,0,296.45117,69.652718,275.86813,79.92292,2.7369077,555,761.70001,0
Delta,Colorado,08029,2282,54,533998,427.34244,10.112397,8029,Delta,27834,35201,Grand Junction,187857,Colorado,8,CO,,,,,1,.25,.19083969,.13235295,.2820513,.16891892,.2,.1969697,.25641027,.69,.76086956,.89285713,.875,0,22.909136,6958.04,-.30525354,.14475365,.10469141,.1103711,-.15351501,74.74935694901551,85.25179856115111,68.705035971223,69.0647482014388,66.2162162162162,47.6499999761581,.0059839636,.0061577349,.0060505862,.061618064,.377487,.12064452,.090300001,.57331002,-.2334481487792776,36.017101,.48501831,11.392541,.041295063,.31137809,.48519474,.54865652,.075541146,4.1855283,.025903571171948,.0248976072429403,24.370756,.47171858,33721.477,153961.5,5.844525235243798,17.52149272882806,-1.6446679,,17.6,,,55.493477,.16879874,.0041675647,2369.4946,.020931058,0,301.0416,55.29084,276.77911,80.837097,4.9631672,6094,1141.2,0
Denver,Colorado,08031,191696,9920,10699259,1791.6755,92.716698,8031,Denver,554636,28900,Denver,2449044,Colorado,8,CO,216,"Denver-Aurora, CO",19740,"Denver-Aurora-Lakewood, CO",1,.27645895,.24473007,.1594912,.10681956,.21014114,.17959617,.1681592,.11710607,.65491456,.78888887,.87733889,.93234015,0,20.661592,9058.85,-.77534497,.13454705,.093856037,.10860202,-.7872926,74.04960373268111,73.2771442736738,59.6430342092216,72.68220128904311,63.4748272458045,41.1699999570847,.075236477,.063415825,.084098242,.25396368,.61647213,.14288627,.22679,.48969001,1.592568975197022,53.005756,10.803662,31.679157,.044492736,.12647325,.14931223,.67652369,.064756982,17.417009,.0692544299324241,.0819853020719896,3616.7832,.24619912,41383.379,221011.4,6.130868424187823,21.62946598944887,-28.024771,,34.5,8120.1929,.00093884382,41.953407,.27360696,.014200305,5004.8374,.042480461,0,303.70667,68.626152,281.04648,78.222649,8.1456985,79519,743.20001,0
Dolores,Colorado,08033,0,0,35156,0,0,8033,Dolores,1844,35402,Cortez,40087,Colorado,8,CO,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.195938,6303.2,-1.8453364,.075013451,.11524874,.084845245,,77.38794249594289,76.4705882352941,67.64705882352941,73.5294117647059,,,0,0,0,0,,.13140675,,.66215998,.385582556596164,29.175705,.054229937,3.8503251,.051172707,.11218335,.28466076,.58027983,.03178484,.92190886,.0254880694143167,.0184381778741865,1.728265,.45405406,32178.379,102374.4,5.704188481675394,17.51904761904762,-1.479723,,13.5,,,,.19270833,0,3001.3298,.034862738,0,297.99548,56.958332,276.4812,82.251839,2.8842921,337,958.59998,0
Douglas,Colorado,08035,30157,1484,4669759,645.79352,31.778942,8035,Douglas,175766,28900,Denver,2449044,Colorado,8,CO,216,"Denver-Aurora, CO",19740,"Denver-Aurora-Lakewood, CO",1,.13333334,.13707165,.093821511,.072331458,.20769231,.14556962,.1627907,.1390681,.72519082,.82094592,.89346248,.92903692,0,7.2952189,9596.34,-1.3828441,.13923255,.069173217,.10376436,.6492812,79.7375277242684,87.3404255319149,67.02127659574469,83.5106382978723,70.48192771084339,39.0199999809265,.054332718,.050969087,.055092532,.016279411,.2349302,.021174118,.11898,.30004001,.0544985661677344,28.243233,.90802544,5.0555849,.032434575,5.987874,6.9112711,.79011655,.077685729,5.1574254,.1177872853680462,.0781778045810908,209.21738,.1851045,62289.23,314588,7.039645694318924,18.62661097368101,-.87824947,,51.900002,,-.30675998,52.683838,.087677807,.0025839058,3515.7393,.023659043,0,300.62891,74.347176,279.28726,80.671799,5.3987732,14473,309.89999,0
Eagle,Colorado,08037,32894,435,877920,3746.8105,49.548935,8037,Eagle,41659,28702,Glenwood Springs,131682,Colorado,8,CO,233,"Edwards-Glenwood Springs, CO",20780,"Edwards, CO",0,.16,.10204082,.08510638,.084745765,.27272728,.13043478,.14583333,.060344826,.51999998,.79166669,.91666669,.96638656,0,23.586277,8236.040000000001,.80093473,.19602048,.1123173,.11227038,-.68251276,78.39557563990959,73.46938775510201,60.2040816326531,61.2244897959184,71.3147410358566,26.9699999690056,.010255481,.0083008241,.012849953,.030855674,.54549658,.078067817,.28534001,.48012999,-2.603336818315951,33.74781,.24964593,23.241076,.030984623,2.1275525,1.9668711,.80899084,.025962921,18.180946,.0382390359826208,.0356705633836626,24.68133,.39497852,50576.371,492010.3,12.17952551463053,15.37350753385466,-9.7024202,,42.599998,,,54.577785,.12371134,.0088232523,5871.2148,.08261434,0,295.84152,58.802658,273.20029,80.3479,4.8950915,1673,190.60001,0
Elbert,Colorado,08039,1907,78,405704,470.04712,19.22584,8039,Elbert,19872,28900,Denver,2449044,Colorado,8,CO,216,"Denver-Aurora, CO",19740,"Denver-Aurora-Lakewood, CO",1,.16666667,.090909094,.12903225,.12307692,.25,.31818181,.16666667,.15384616,.66666669,.77272725,.7096774,.90909094,0,13.123978,9266.17,.12285372,.216446,.096871994,.083042599,-.68260098,75.33893953753891,81.59999999999999,64.8,75.2,49.59349593495941,53.02999997138981,.047802735,.067659564,.024638267,.004005604,.2721048,.03995353,.04752,.56217998,-.6235482824511994,9.2592592,.61896133,3.85467,.032322727,1.901022,2.6964226,.75452125,.079335622,1.8820451,.0602858293075684,.0443840579710145,10.737088,.14265436,44057.605,295392.8,6.062746774639739,16.26983144134847,2.4899693,,26.6,,,52.685848,.089026913,.003220612,1904.7273,.023751402,0,302.20898,78.547928,279.58301,83.926537,4.2438202,1900,468.29999,0
El Paso,Colorado,08041,61673,3989,10734031,574.55585,37.162182,8041,El Paso,516929,28401,Colorado Springs,587132,Colorado,8,CO,,,17820,"Colorado Springs, CO",1,.32081378,.21276596,.1442869,.11061201,.21763754,.1770335,.18575063,.15759312,.68883204,.8079955,.8600713,.89855075,0,16.274889,8609.299999999999,-.6670081,.13143681,.099320866,.11009203,-.70790386,73.5935442012881,78.25036249395841,64.71725471242149,71.3388110198163,57.4875426173617,46.0299999713898,.11703493,.097475268,.1354198,.072751261,.39991489,.080447756,.11051,.53816998,-.2639659020984291,37.102001,6.2664313,11.297684,.042291246,.67061704,.78340375,.71944636,.11141916,6.4434381,.0620375332008845,.0540461069121678,243.09494,.3036043,38869.242,196084.3,5.521549978594651,18.75033481233041,5.0284348,,31.799999,4922.1421,.10900495,44.804787,.18906255,.011756855,2810.7773,.023929963,0,301.25797,75.068573,279.62201,80.006104,5.9048495,64271,598.79999,0
Fremont,Colorado,08043,1081,0,841884,128.40248,0,8043,Fremont,46145,28401,Colorado Springs,587132,Colorado,8,CO,444,"Pueblo-Cañon City, CO",15860,"Cañon City, CO",1,.32034633,.24621212,.24074075,.13186814,.16814159,.19771864,.19444445,.17777778,.65517241,.80000001,.85185188,.87912089,0,16.328814,7247.37,.76336569,.18564452,.1235017,.10701329,.015176068,81.6965551393626,81.8702290076336,65.26717557251909,76.5267175572519,63.6182902584493,42.7699999809265,.013518337,.012589173,.0084760506,.15742171,.35141408,.1168884,.07559,.59420002,.3335904887394731,36.012569,5.2855129,10.349984,.050503392,.6091854,.62985897,.45067045,.078223586,1.4887854,.022819373713295,.0195904214974537,30.102493,.4418177,24578.068,139831.7,5.084963229541543,17.50086058519794,6.2868237,,13.5,,,50.0219,.19820412,.0070646876,1835.5591,.022941714,0,299.80902,67.876343,278.52014,75.987923,5.5175152,9132,1084.7,0
Garfield,Colorado,08045,5644,116,941849,599.24683,12.316199,8045,Garfield,43791,28702,Glenwood Springs,131682,Colorado,8,CO,233,"Edwards-Glenwood Springs, CO",24060,"Glenwood Springs, CO",0,.23880596,.21568628,.11235955,.15254237,.140625,.18811882,.21839081,.078947365,.73913044,.81372547,.89887643,.90677965,0,24.602642,7349.13,-.47216013,.14771,.10850404,.096952699,-.30682936,79.0373217257936,83.48623853211009,57.7981651376147,74.7706422018349,62.8352490421456,43.4099999666214,.022513222,.011540696,.035760462,.02817592,.35999268,.07470233,.075730003,.57582998,-.061910712915099,27.855038,.29229751,16.670092,.031964719,.94505644,1.0730249,.71051204,.030569021,10.41995,.0397341919572515,.0338654061336804,14.859231,.3394796,37727.496,267533.1,10.84348562198991,18.3017205203525,-5.9517336,,23.799999,1980,-.15133771,56.648727,.15000001,.0096138474,2831.3206,.033843465,0,298.36969,51.959583,274.59796,78.199295,5.1409898,5148,546.59998,0
Gilpin,Colorado,08047,96,0,92903,103.33359,0,8047,Gilpin,4757,28900,Denver,2449044,Colorado,8,CO,216,"Denver-Aurora, CO",19740,"Denver-Aurora-Lakewood, CO",1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.807817,8749.08,-3.6954904,.06118685,.12936147,0,,73.1225581941127,92.30769230769231,,,,,0,0,0,0,,.040448964,,.53968,.4013249424358455,5.970149,.50451964,4.2463737,.034876544,.9487915,1.3954372,.81332302,.061748456,3.3844857,.0569686777380702,.041202438511667,31.741165,.26223162,41319.16,240739.8,,,.28621086,,31.200001,,,,.16575591,.010300609,2078.1758,.032698188,0,294.6507,62.072464,273.84793,76.433136,3.6204972,455,489.79999,0
Grand,Colorado,08049,353,0,250697,140.80743,0,8049,Grand,12442,28703,Granby,12442,Colorado,8,CO,,,,,0,.31999999,.29032257,.21212122,.07272727,.20833333,.12903225,.14705883,.16981132,.875,.77777779,.84615386,.90322578,0,20.974352,9604.950000000001,-2.311079,.13805391,.063192435,.070211381,-.56877089,60.4512760509767,90.1639344262295,42.6229508196721,85.2459016393443,63.5593220338983,30.0599999427795,.0025627932,.0008571411,.0028921349,.021976959,.36058801,.073389262,.081200004,.57920003,1.424705264717269,21.234529,.48223758,4.3642502,.02970051,.66448158,.80777287,.77094084,.032047872,3.4158494,.0268445587526121,.0277286609869796,6.7375164,.45787764,40410.566,273931.5,6.110990795885221,14.91819166215485,5.8714132,,34.5,,,49.918873,.1394534,.0045008841,3925.8096,.081753746,0,294.90231,65.072037,271.83606,86.89743,3.5343518,1063,424,0
Gunnison,Colorado,08051,9578,272,269928,3548.3535,100.76761,8051,Gunnison,13956,35202,Gunnison,14746,Colorado,8,CO,,,,,0,.17391305,.22222222,.047619049,.15625,.1627907,.18181819,.095238097,0,.77272725,.86956519,.875,.95454544,0,24.048521,7424.69,.42138222,.15898816,.10966585,.1263058,-.76216012,78.0496977293769,77.7777777777778,68.2539682539683,52.3809523809524,69.6296296296296,44.7099999189377,.046813663,.055649076,.035228953,.01419301,.47078541,.14983088,.12546,.52542001,1.429221866793628,38.356262,.39409572,5.0157642,.032830097,.30564132,.49757197,.73364484,.020795107,2.9378045,.0140441387216968,.0204213241616509,4.3089848,.64296359,32474.756,252470.2,7.291185410334347,14.47922318125771,9.4631987,,43.599998,1560,.0041761063,51.090267,.16458486,.006233878,3394.4321,.05277453,0,295.22263,61.807613,272.99353,83.263054,3.506247,1155,427.89999,0
Hinsdale,Colorado,08053,170,0,14489,1173.3038,0,8053,Hinsdale,790,35202,Gunnison,14746,Colorado,8,CO,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.970043,8376.27,2.384707,0,.33613348,.10035844,,84.4259756762161,,,,80,,0,0,0,0,,.072151899,,.55555999,9.911111602999194,33.037975,0,1.5189873,.035330262,.93627453,.75862068,.70506912,.024498885,2.0253165,,,.7068184,.66855526,39201.309,284328.9,16.08108108108108,9.300000000000001,,,34.900002,,,,.15476191,.0012658228,4047.1091,.080832057,0,292.03754,61.679295,273.36047,79.585228,2.3172712,65,448.60001,0
Huerfano,Colorado,08055,130,0,126625,102.66535,0,8055,Huerfano,7862,28503,Trinidad,23069,Colorado,8,CO,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.71529,8773.35,-.16720696,.16238423,.10263006,.10522359,-1.5923954,75.3383115539126,74.60317460317459,51.5873015873016,64.28571428571431,58.9285714285714,72.42999982833859,.022741992,.012711361,.03609325,.10197078,.38760749,.1800722,.10825,.5,.476435824242642,54.222847,2.6710761,35.14373,.06369029,.22080745,.42314649,.48806202,.047602501,1.6280844,.0110658865428644,.016280844568812,4.9419603,.55448592,26164.502,100241.6,5.601791530944626,15.77149837133551,1.3429127,,16.1,,,47.622871,.24837451,.002671076,5102.5127,.07937143,0,300.06946,68.43483,279.31766,76.190025,3.6050904,1805,1425.5,0
Jackson,Colorado,08057,0,0,25846,0,0,8057,Jackson,1577,28704,Laramie,33591,Colorado,8,CO,,,,,0,.23809524,.2,.25454545,.099009901,.1,.20588236,.16666667,.11,.72093022,.78873241,.89090908,.9207921,0,25,7569.3,-4.7469621,.08184883,.024879323,.045312069,,82.8296619672753,86.6666666666667,,,61.9047619047619,-67.5499999523163,0,0,0,0,,.14048532,,.67163998,-.0525361518572442,21.116043,0,6.5313892,.03468208,-.15351583,-.14359504,.66747183,.029003782,1.9023464,,,.97755241,.73217118,31589.98,114638,7.718354430379747,13.83164556962025,10.63115,,19.9,,,,.19689119,.0025364617,3439.2524,.040962473,0,295.03473,68.970665,271.8501,88.36644,3.7785368,207,800.90002,0
Jefferson,Colorado,08059,83382,4856,9651827,863.89862,50.311718,8059,Jefferson,527056,28900,Denver,2449044,Colorado,8,CO,216,"Denver-Aurora, CO",19740,"Denver-Aurora-Lakewood, CO",1,.25921908,.23627685,.15630253,.11081202,.21675977,.16961563,.18321918,.13186814,.70435804,.82554311,.86660701,.91271704,0,14.479724,9021.799999999999,-.37962449,.13706444,.1050685,.11253081,.23950401,77.0251162895629,84.73895582329321,66.2650602409639,82.1787148594377,63.5228848821082,37.8599998950958,.10284237,.090777598,.11061468,.055024322,.3291288,.051578745,.12412,.46950001,.15924956319455,35.534554,.81812936,9.951314,.034647603,.41775855,.52368331,.73433566,.092933096,5.3884215,.0531157979417747,.0591910537020734,682.63184,.21324322,49089.262,250470.7,6.530072853403798,21.17537881958979,-1.0797435,,36.5,6102.6875,.059523311,50.180046,.17225033,.0079386206,1839.7623,.021799233,0,299.46057,69.10244,278.62192,77.622276,6.7782788,66049,684.29999,0
Kiowa,Colorado,08061,0,0,26297,0,0,8061,Kiowa,1622,28504,Burlington,11864,Colorado,8,CO,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.472248,10794.02,2.8218973,.30018273,.12621544,.10786244,,87.9144612924045,72,52,64,,-102.319999933243,0,0,0,0,,.12202753,,.63514,1.665321699126246,41.060417,.49321824,3.1442664,.027748132,-.16219008,-.15283842,.60624999,.025232404,1.4180025,.0154130702836005,0,.91587079,.58594918,31436.939,61451.3,7.757255936675461,12.78337730870712,19.080019,,16.1,,,,.15625,.0030826142,3515.9954,.057243623,0,305.70169,80.032967,281.33066,87.248291,5.6998386,360,1369,0
Kit Carson,Colorado,08063,1137,103,146479,776.22046,70.317245,8063,Kit Carson,8011,28504,Burlington,11864,Colorado,8,CO,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.471582,9571.24,2.2367036,.27972567,.10075187,.12374518,-1.6436336,83.3525055227435,72.9166666666667,57.2916666666667,58.3333333333333,53.921568627451,79.5199999809265,.003249909,.0019574743,.004778855,.059841208,.37916651,.12081164,.090350002,.57879001,2.524704266756362,70.552986,1.6976657,13.668706,.024582561,.054217659,.022100955,.60979974,.02755798,5.7920361,.0046186493571339,.0192235675945575,3.7073016,.66456646,32042.684,107173.2,6.238039673278879,13.96884480746791,5.5981598,,15.4,,,58.313316,.12437811,.0042441641,3079.9719,.03261045,0,304.25378,81.496429,280.16257,85.834877,4.5657086,1362,929.79999,0
Lake,Colorado,08065,1000,0,134448,743.78198,0,8065,Lake,7812,28702,Glenwood Springs,131682,Colorado,8,CO,,,,,0,.35714287,.42857143,.36363637,0,.16666667,.23809524,.090909094,0,.35714287,.80952382,.90909094,.85714287,0,26.415094,8709.75,-.17518246,.19831394,.080104135,.10082898,-1.2518556,75.7102529453655,85.71428571428569,42.8571428571429,61.9047619047619,76.5957446808511,97.42999982833859,.0040316721,-.000027034432,.0057618991,.059296321,.29005709,.12918785,.05429,.66799998,.1377140995345185,75.448029,.15360983,36.136715,.040020011,-.11528879,-.060235705,.72650582,.011366445,15.578596,.0121607782898105,.0268817204301075,20.727369,.35701227,31539.488,153828.2,5.824364723467862,17.19532019704434,-20.961195,,19.5,,,46.417652,.1656746,.0025601638,9669.5518,.1461817,0,291.55215,68.072983,271.32199,82.552505,2.7178512,712,529.59998,0
La Plata,Colorado,08067,3633,23,890732,407.86679,2.5821459,8067,La Plata,43941,35300,Farmington,168198,Colorado,8,CO,,,20420,"Durango, CO",1,.33571428,.19892474,.11214953,.067073174,.21323529,.097297296,.11320755,.10126583,.79569894,.78225809,.90909094,.96428573,0,19.539495,6950.72,.26046029,.14025182,.12697364,.11569906,-.76877505,70.6087190768567,72.5631768953069,71.11913357400719,61.73285198555959,66.0714285714286,32.9499999284744,.018444754,.018466318,.016241202,.068191119,.41246852,.11708531,.11615,.57944,.4150279323988716,35.345123,.27309346,10.402586,.032180883,.60228264,.83549064,.69044584,.041322313,2.664937,.0328167315263649,.0301540702305364,25.967548,.39404824,35849.973,245138.7,6.751449275362319,15.73851548801871,9.9151649,,36.400002,1724,-.049464554,52.066166,.19388749,.0077148904,2394.5608,.039311785,0,298.87683,59.327858,276.97842,84.624199,3.6013896,5097,572.20001,0
Larimer,Colorado,08069,22307,1019,5225574,426.88135,19.50025,8069,Larimer,251494,28800,Fort Collins,459601,Colorado,8,CO,,,22660,"Fort Collins, CO",1,.23945579,.2014028,.13744076,.079760715,.19546743,.15432742,.12779553,.12284264,.77025038,.83278686,.89036542,.91794872,0,15.62426,8155.59,-.75001431,.14013673,.11125045,.087712131,.49644524,81.0902874839776,84.3092666287663,70.8357021034679,79.4201250710631,70.5073494547179,47.1199998855591,.076432593,.079090737,.070398211,.042777184,.3673723,.092304051,.10477,.50568998,.3415880536812586,39.256603,.60080957,8.2749481,.03221871,.68579739,.87712324,.7191819,.1484993,4.2581534,.0434920912626146,.0416391643538216,96.680122,.38706169,40443.223,229276,5.396000863511253,20.00233319799702,8.4433212,,39.5,2408,.23437765,48.462421,.16602203,.0077178781,3890.2468,.027776239,0,297.61865,67.565155,275.46902,77.624397,5.5849919,31415,601.20001,0
Las Animas,Colorado,08071,195,0,272664,71.516594,0,8071,Las Animas,15207,28503,Trinidad,23069,Colorado,8,CO,,,,,0,.27027026,.23529412,.125,0,.17142858,.25,.25,.66666669,.64864862,.64705884,.875,.66666669,0,19.709492,7044.05,-.22020012,.17128061,.091825917,.10725012,-.39546776,77.7123800988833,85.2678571428571,61.1607142857143,73.21428571428569,64.74358974358979,70.3899998664856,.016234893,.021276904,.014304579,.033138335,.36435771,.17299806,.04623,.477,.5168066264225406,79.30558,.34194779,41.454594,.045664012,.020809559,.18976778,.54672778,.037031047,2.3476031,.0126915236404287,.0182810547774051,3.1862912,.58989364,33266.039,112638.5,6.546634225466342,15.9632197891322,-8.7999859,,16.200001,1386,.022213023,51.925323,.23622048,.01302032,2520.8865,.024502512,0,303.14951,73.286621,281.93381,80.314178,4.7484474,3139,1151.2,0
